"spect3" "spect5" "spect6"
"chr1_9231913" 4 5 5
"chr1_9233516" 1 1 1
"chr1_9236422" 20 29 27
"chr1_9246069" 7 10 11
"chr1_9249284" 2 3 3
"chr1_9250705" 1 1 1
"chr1_9252217" 49 60 57
"chr1_9254186" 29 38 40
"chr1_9258787" 1 2 4
"chr1_9261493" 3 5 6
"chr1_9263070" 9 14 14
"chr1_9267286" 1 1 1
"chr1_9272492" 1 1 1
"chr1_9274848" 51 58 58
"chr1_9276729" 49 67 70
"chr1_9309207" 22 34 37
"chr1_9312833" 4 4 5
"chr1_9315111" 9 13 9
"chr1_9320016" 1 2 2
"chr1_9324296" 3 4 3
"chr1_9326097" 8 10 12
"chr1_9330116" 1 2 1
"chr1_9333304" 10 13 12
"chr1_9350513" 3 4 4
"chr1_9365720" 8 10 10
"chr1_9367841" 1 1 1
"chr1_9375353" 45 61 65
"chr1_9383127" 1 1 2
"chr1_9385499" 6 9 14
"chr1_9434863" 12 21 15
"chr1_9447137" 3 4 3
"chr1_9448878" 6 11 14
"chr1_9450273" 46 61 57
"chr1_9452206" 5 7 6
"chr1_9454311" 1 1 1
"chr1_9456110" 6 8 8
"chr1_9458156" 6 9 8
"chr1_9460889" 22 42 39
"chr1_9492116" 1 2 1
"chr1_9498936" 13 22 24
"chr1_9502365" 4 7 8
"chr1_9507340" 1 2 1
"chr1_9515864" 2 3 5
"chr1_9517600" 19 22 24
"chr1_9544391" 2 3 3
"chr1_9548055" 1 1 1
"chr1_9551291" 9 11 11
"chr1_9555030" 9 15 15
"chr1_9557239" 48 65 61
"chr1_9559709" 45 61 56
"chr1_9560804" 9 12 10
"chr1_9561949" 2 4 4
"chr1_9562894" 1 1 1
"chr1_9564847" 37 50 59
"chr1_9570375" 45 58 59
"chr1_9571670" 20 32 30
"chr1_9579841" 2 2 2
"chr1_9581114" 1 2 2
"chr1_9582812" 2 3 3
"chr1_9607393" 46 57 54
"chr1_9623417" 1 2 3
"chr1_9624896" 2 3 3
"chr1_9631456" 2 3 3
"chr1_9634764" 10 12 12
"chr1_9636549" 2 2 2
"chr1_9638000" 2 2 2
"chr1_9651228" 2 3 3
"chr1_9653926" 1 2 1
"chr1_9658544" 1 1 2
"chr1_9660170" 1 1 3
"chr1_9663423" 23 38 35
"chr1_9703479" 14 18 19
"chr1_9706031" 4 5 4
"chr1_9707978" 25 42 43
"chr1_9739292" 6 12 7
"chr1_9743235" 8 10 11
"chr1_9761309" 33 48 46
"chr1_9768286" 8 11 12
"chr1_9772742" 40 46 42
"chr1_9784176" 8 12 12
"chr1_9787380" 2 2 3
"chr1_9791253" 22 25 22
"chr1_9794838" 2 3 3
"chr1_9797743" 1 1 2
"chr1_9801214" 11 17 14
"chr1_9804312" 3 6 11
"chr1_9806764" 24 39 34
"chr1_9809541" 1 1 1
"chr1_9811721" 2 2 2
"chr1_9815670" 1 2 1
"chr1_9823187" 1 2 5
"chr1_9829218" 2 4 3
"chr1_9839057" 42 58 53
"chr1_9842878" 6 8 8
"chr1_9844851" 2 3 4
"chr1_9848506" 6 8 8
"chr1_9850609" 14 16 15
"chr1_9857930" 2 2 2
"chr1_9872796" 3 4 5
"chr1_9875233" 3 4 3
"chr1_9879067" 19 37 38
"chr1_9961285" 1 1 2
"chr1_9973801" 1 1 3
"chr1_9975713" 3 4 7
"chr1_9978779" 57 70 70
"chr1_9981314" 42 48 47
"chr1_9991084" 1 2 1
"chr1_10016790" 22 35 33
"chr1_10019142" 21 24 26
"chr1_10020511" 48 57 59
"chr1_10021863" 2 3 2
"chr1_10023489" 1 1 1
"chr1_10025068" 3 3 3
"chr1_10032295" 3 5 5
"chr1_10046681" 3 5 3
"chr1_10049596" 2 3 3
"chr1_10055815" 20 28 29
"chr1_10067146" 24 31 34
"chr1_10069259" 3 5 3
"chr1_10074608" 3 5 3
"chr1_10077615" 4 8 9
"chr1_10081901" 8 14 11
"chr1_10083835" 15 20 21
"chr1_10088041" 6 9 10
"chr1_10089295" 6 10 10
"chr1_10091297" 5 9 12
"chr1_10093716" 10 16 17
"chr1_10401938" 10 20 20
"chr1_10833722" 1 1 2
"chr1_10842384" 4 5 5
"chr1_10852804" 1 1 3
"chr1_10860055" 2 2 3
"chr1_10864587" 6 7 7
"chr1_10870334" 3 4 3
"chr1_10875278" 3 4 5
"chr1_10882534" 2 3 6
"chr1_10887714" 6 8 7
"chr1_10892470" 1 1 1
"chr1_10901851" 3 3 3
"chr1_10914455" 7 8 7
"chr1_10930169" 7 9 8
"chr1_10934504" 3 4 3
"chr1_10937390" 2 2 2
"chr1_10945259" 3 4 4
"chr1_10954134" 1 1 1
"chr1_10974559" 4 6 8
"chr1_10979590" 2 2 3
"chr1_10985585" 1 1 1
"chr1_10990044" 1 2 6
"chr1_10994017" 2 2 2
"chr1_10998497" 1 1 1
"chr1_11002976" 8 9 9
"chr1_11007059" 5 6 6
"chr1_11010571" 5 6 6
"chr1_11023404" 5 7 9
"chr1_11026210" 2 2 2
"chr1_11028901" 4 5 4
"chr1_11031398" 1 1 1
"chr1_11034522" 3 4 4
"chr1_11037666" 2 3 3
"chr1_11041384" 2 3 5
"chr1_11088458" 54 68 73
"chr1_11093909" 16 23 22
"chr1_11097811" 1 1 1
"chr1_11101527" 7 8 7
"chr1_11105442" 1 1 1
"chr1_11108771" 1 1 1
"chr1_11112415" 1 1 1
"chr1_11116244" 1 1 1
"chr1_11119443" 1 1 3
"chr1_11132817" 4 5 6
"chr1_11138361" 23 31 37
"chr1_11156396" 1 1 2
"chr1_11176617" 3 5 5
"chr1_11181572" 1 1 1
"chr1_11191365" 3 4 3
"chr1_11198591" 1 1 2
"chr1_11203866" 22 28 29
"chr1_11270652" 5 7 8
"chr1_11481556" 18 28 26
"chr1_11515357" 2 4 6
"chr1_11579431" 1 1 1
"chr1_11712861" 31 57 48
"chr1_11803942" 1 1 2
"chr1_11805814" 5 6 5
"chr1_11808414" 4 5 5
"chr1_11810497" 2 2 2
"chr1_11812493" 1 2 2
"chr1_11838677" 37 50 49
"chr1_11841303" 1 1 2
"chr1_11847591" 25 34 32
"chr1_11888146" 1 1 1
"chr1_11891130" 2 2 2
"chr1_11895210" 27 35 33
"chr1_11897192" 2 3 3
"chr1_11898942" 5 6 6
"chr1_11900618" 1 1 2
"chr1_11905968" 1 1 1
"chr1_11908660" 6 8 6
"chr1_11914790" 1 1 2
"chr1_11916650" 4 6 8
"chr1_11940174" 9 13 13
"chr1_11943214" 1 2 1
"chr1_11944746" 1 1 1
"chr1_11963430" 3 4 3
"chr1_11965207" 46 63 64
"chr1_12255324" 9 17 12
"chr1_12257142" 2 3 5
"chr1_12264779" 26 38 38
"chr1_12323810" 2 3 4
"chr1_12326377" 2 3 3
"chr1_12352026" 21 29 27
"chr1_12355847" 7 10 11
"chr1_12358167" 16 21 20
"chr1_12375720" 6 11 19
"chr1_12382388" 1 1 1
"chr1_12425753" 1 1 3
"chr1_12443155" 1 1 1
"chr1_12457422" 33 38 40
"chr1_12463170" 19 22 22
"chr1_12470184" 5 7 7
"chr1_12472789" 8 14 12
"chr1_12501442" 6 12 9
"chr1_12524654" 1 2 11
"chr1_12526851" 2 3 2
"chr1_12528288" 3 4 3
"chr1_12533241" 3 5 6
"chr1_12536932" 13 20 22
"chr1_12539241" 12 16 19
"chr1_12541876" 6 9 8
"chr1_12548158" 32 51 51
"chr1_12553610" 9 12 13
"chr1_12565312" 4 6 6
"chr1_12580975" 2 3 3
"chr1_12584985" 12 17 20
"chr1_12588410" 6 9 8
"chr1_12591484" 24 36 37
"chr1_12595405" 42 53 51
"chr1_12600452" 25 39 35
"chr1_12610448" 7 11 13
"chr1_12615390" 4 6 11
"chr1_12618553" 2 3 4
"chr1_12621636" 1 1 3
"chr1_12625673" 2 2 2
"chr1_12628999" 54 66 68
"chr1_12636922" 1 1 1
"chr1_12645467" 27 37 40
"chr1_12650854" 20 27 29
"chr1_12652375" 1 2 1
"chr1_12654602" 8 9 9
"chr1_12656910" 25 29 27
"chr1_12661423" 6 9 10
"chr1_12663880" 1 2 3
"chr1_12666503" 1 1 3
"chr1_12670218" 9 14 15
"chr1_12673210" 18 27 27
"chr1_12675260" 3 5 6
"chr1_12677558" 4 6 4
"chr1_12679424" 4 6 4
"chr1_12697328" 2 3 2
"chr1_12721790" 1 1 4
"chr1_12723650" 38 51 50
"chr1_12725519" 2 2 4
"chr1_12730194" 1 1 1
"chr1_12732355" 1 1 1
"chr1_12738570" 9 15 18
"chr1_12740397" 16 18 17
"chr1_12741976" 2 4 4
"chr1_12743461" 2 3 3
"chr1_12757392" 31 53 49
"chr1_12759741" 39 50 52
"chr1_12761469" 35 50 50
"chr1_12763021" 52 65 63
"chr1_12766262" 4 6 7
"chr1_12770591" 16 20 20
"chr1_12772601" 4 5 4
"chr1_12782777" 2 3 2
"chr1_12826669" 3 4 5
"chr1_12828323" 1 1 4
"chr1_12830022" 3 4 5
"chr1_12831809" 8 14 14
"chr1_12833864" 21 33 30
"chr1_12836175" 16 28 35
"chr1_12838059" 11 20 19
"chr1_12840028" 1 2 3
"chr1_12842363" 2 3 3
"chr1_12847331" 4 5 5
"chr1_12852584" 4 6 5
"chr1_12876320" 58 70 72
"chr1_12898917" 40 54 51
"chr1_12923463" 5 9 11
"chr1_12938178" 42 53 52
"chr1_12942991" 2 2 2
"chr1_12944955" 17 23 22
"chr1_12962104" 2 2 2
"chr1_12964609" 11 16 16
"chr1_12970064" 36 47 46
"chr1_12974396" 1 1 1
"chr1_12976704" 40 54 53
"chr1_12980368" 18 24 29
"chr1_12985331" 13 16 17
"chr1_12992038" 1 2 2
"chr1_13005136" 8 10 11
"chr1_13007532" 11 19 18
"chr1_13009675" 6 7 8
"chr1_13012832" 29 34 31
"chr1_13044728" 2 2 2
"chr1_13046818" 25 28 27
"chr1_13049297" 2 3 2
"chr1_13052061" 4 7 7
"chr1_13055715" 9 18 23
"chr1_13068478" 4 4 4
"chr1_13072204" 31 59 61
"chr1_13138526" 1 1 1
"chr1_13158881" 1 1 1
"chr1_13162703" 3 4 4
"chr1_13168668" 1 1 1
"chr1_13188066" 37 43 43
"chr1_13196162" 1 1 1
"chr1_13211723" 1 1 1
"chr1_13231187" 2 3 2
"chr1_13234494" 2 2 3
"chr1_13237330" 1 1 1
"chr1_13239781" 4 5 5
"chr1_13256531" 22 26 23
"chr1_13275027" 1 1 1
"chr1_13288933" 3 4 3
"chr1_13292469" 14 17 18
"chr1_13295744" 1 1 5
"chr1_13325895" 1 1 1
"chr1_13331547" 1 1 3
"chr1_13346251" 4 6 5
"chr1_13353216" 2 2 2
"chr1_13356253" 1 1 1
"chr1_13361476" 11 21 22
"chr1_13388069" 2 2 2
"chr1_13400940" 5 6 5
"chr1_13453331" 55 73 72
"chr1_13472573" 1 2 3
"chr1_13480681" 46 56 56
"chr1_13488982" 6 8 9
"chr1_13492053" 3 4 4
"chr1_13494275" 1 2 1
"chr1_13498248" 3 4 3
"chr1_13506196" 1 1 1
"chr1_13512148" 1 1 1
"chr1_13524735" 1 1 2
"chr1_13527271" 1 1 2
"chr1_13539973" 2 3 2
"chr1_13544773" 1 2 2
"chr1_13548821" 2 3 2
"chr1_13594734" 20 25 22
"chr1_13601673" 43 52 54
"chr1_13605509" 17 20 20
"chr1_13609245" 9 12 12
"chr1_13631161" 2 3 4
"chr1_13636275" 12 14 17
"chr1_13638664" 2 2 2
"chr1_13640935" 1 1 2
"chr1_13643302" 12 15 14
"chr1_13645687" 4 5 7
"chr1_13648097" 3 4 4
"chr1_13650502" 3 5 8
"chr1_13653179" 47 57 59
"chr1_13689683" 1 1 4
"chr1_13696459" 6 7 8
"chr1_13736698" 8 11 9
"chr1_13742829" 1 1 4
"chr1_13746952" 1 1 2
"chr1_13750433" 3 4 4
"chr1_13752803" 1 1 2
"chr1_13755361" 8 11 10
"chr1_13769340" 1 1 4
"chr1_13776698" 10 14 18
"chr1_13780677" 8 9 9
"chr1_13787915" 1 1 1
"chr1_13794114" 4 6 5
"chr1_13797817" 1 1 1
"chr1_13800703" 2 2 2
"chr1_13805516" 1 1 1
"chr1_13823786" 9 11 15
"chr1_13825663" 2 3 2
"chr1_13827780" 2 2 4
"chr1_13830976" 10 14 14
"chr1_13833676" 1 2 1
"chr1_13840887" 5 7 6
"chr1_13842994" 7 8 9
"chr1_13844788" 32 43 45
"chr1_13856772" 3 3 5
"chr1_13882221" 4 6 6
"chr1_13896973" 3 5 9
"chr1_13920792" 5 7 6
"chr1_13929518" 1 1 2
"chr1_13934767" 3 4 5
"chr1_13937260" 1 1 2
"chr1_13988462" 2 3 2
"chr1_13991780" 3 4 6
"chr1_14026289" 1 1 2
"chr1_14033197" 13 17 19
"chr1_14044624" 1 1 1
"chr1_14047752" 6 7 6
"chr1_14050988" 16 20 18
"chr1_14054279" 3 4 3
"chr1_14079248" 2 3 2
"chr1_14128808" 30 36 36
"chr1_14141150" 1 1 2
"chr1_14144667" 10 11 12
"chr1_14147513" 16 21 18
"chr1_14151709" 2 3 3
"chr1_14162546" 2 2 3
"chr1_14206267" 1 1 1
"chr1_14214110" 4 5 7
"chr1_14222312" 27 41 45
"chr1_14251240" 2 2 3
"chr1_14286069" 2 2 4
"chr1_14308907" 8 11 9
"chr1_14312793" 31 35 37
"chr1_14356106" 1 1 4
"chr1_14388750" 11 14 13
"chr1_14392170" 10 14 16
"chr1_14396446" 2 3 2
"chr1_14399589" 36 42 45
"chr1_14402230" 2 3 2
"chr1_14416184" 1 1 1
"chr1_14419129" 3 4 4
"chr1_14423003" 14 17 16
"chr1_14426135" 1 1 1
"chr1_14429335" 2 3 3
"chr1_14444497" 30 36 38
"chr1_14459903" 31 39 37
"chr1_14468462" 6 8 6
"chr1_14515982" 34 46 40
"chr1_14520787" 14 24 24
"chr1_14525407" 25 33 38
"chr1_14527980" 1 1 1
"chr1_14530733" 1 1 5
"chr1_14539842" 2 3 3
"chr1_14551112" 29 37 38
"chr1_14554331" 3 3 3
"chr1_14557052" 2 3 4
"chr1_14563272" 1 1 1
"chr1_14584548" 1 1 1
"chr1_14587670" 2 3 2
"chr1_14590861" 19 22 23
"chr1_14603668" 26 33 37
"chr1_14606155" 2 2 2
"chr1_14631230" 2 3 2
"chr1_14660488" 10 13 10
"chr1_14663277" 4 5 5
"chr1_14666360" 1 1 2
"chr1_14685812" 5 7 9
"chr1_14724118" 3 5 6
"chr1_14781274" 2 2 2
"chr1_14820512" 29 40 36
"chr1_14860628" 33 41 41
"chr1_14865363" 9 17 25
"chr1_14869692" 23 31 32
"chr1_14874594" 41 49 47
"chr1_14883455" 1 1 1
"chr1_14896445" 14 19 23
"chr1_14898976" 24 28 32
"chr1_14939192" 5 6 6
"chr1_14943898" 31 38 34
"chr1_14948937" 2 3 2
"chr1_14955196" 1 1 1
"chr1_14964683" 3 4 6
"chr1_14993894" 38 44 44
"chr1_15023622" 8 10 9
"chr1_15050538" 1 1 1
"chr1_15056330" 4 5 6
"chr1_15072522" 3 4 4
"chr1_15075277" 6 7 7
"chr1_15078346" 31 41 39
"chr1_15088746" 37 44 46
"chr1_15142386" 6 10 9
"chr1_15151603" 10 12 11
"chr1_15154049" 19 25 24
"chr1_15174704" 28 34 34
"chr1_15177493" 9 12 11
"chr1_15182029" 7 12 16
"chr1_15185222" 2 3 3
"chr1_15187733" 1 1 1
"chr1_15195714" 2 4 5
"chr1_15199093" 25 49 43
"chr1_15220462" 2 3 2
"chr1_15222167" 1 1 1
"chr1_15321087" 1 1 1
"chr1_15340046" 3 3 3
"chr1_15342721" 1 1 1
"chr1_15345426" 1 1 4
"chr1_15350066" 1 1 1
"chr1_15354415" 2 2 2
"chr1_15402325" 1 2 2
"chr1_15421233" 14 17 17
"chr1_15461368" 5 6 5
"chr1_15466722" 2 2 3
"chr1_15552105" 5 9 8
"chr1_15557026" 1 1 1
"chr1_15560839" 5 7 8
"chr1_15600683" 10 12 11
"chr1_15621762" 1 1 5
"chr1_15648383" 3 5 5
"chr1_15662797" 27 33 34
"chr1_15674241" 39 47 43
"chr1_15679288" 1 1 1
"chr1_15686440" 9 10 10
"chr1_15692762" 2 3 3
"chr1_15695824" 3 4 5
"chr1_15720310" 6 7 7
"chr1_15725706" 5 8 9
"chr1_15731367" 10 13 12
"chr1_15736407" 8 10 11
"chr1_15742366" 1 1 2
"chr1_15796731" 1 1 1
"chr1_15799849" 2 3 3
"chr1_15803415" 3 4 3
"chr1_15809036" 1 1 1
"chr1_15812641" 1 1 3
"chr1_15821147" 12 14 12
"chr1_15827453" 1 1 1
"chr1_15831024" 5 9 11
"chr1_15839277" 20 31 29
"chr1_15842451" 1 2 4
"chr1_15847015" 2 3 2
"chr1_15865942" 10 12 11
"chr1_15919363" 19 23 24
"chr1_15923514" 1 2 1
"chr1_15926068" 2 3 5
"chr1_15930448" 2 3 3
"chr1_15942930" 20 27 27
"chr1_15945781" 3 3 3
"chr1_15952449" 8 10 9
"chr1_15960126" 2 2 3
"chr1_15991766" 19 23 23
"chr1_15996564" 6 7 9
"chr1_16003270" 1 1 1
"chr1_16069062" 1 1 1
"chr1_16081035" 1 2 4
"chr1_16090493" 2 3 2
"chr1_16094451" 21 26 23
"chr1_16105567" 1 2 1
"chr1_16108787" 8 11 10
"chr1_16113129" 4 5 4
"chr1_16127476" 12 15 13
"chr1_16133049" 21 26 23
"chr1_16135538" 2 2 2
"chr1_16138573" 2 2 2
"chr1_16163950" 4 4 4
"chr1_16178531" 1 1 1
"chr1_16210338" 5 6 7
"chr1_16224920" 4 5 4
"chr1_16236068" 16 26 25
"chr1_16247292" 7 8 10
"chr1_16254423" 3 3 4
"chr1_16268592" 3 4 3
"chr1_16284863" 5 8 8
"chr1_16306403" 22 27 27
"chr1_16345243" 2 2 4
"chr1_16347410" 2 2 3
"chr1_16349543" 1 1 1
"chr1_16351732" 1 1 1
"chr1_16356415" 4 5 5
"chr1_16359278" 2 3 2
"chr1_16362047" 3 4 3
"chr1_16368966" 16 26 27
"chr1_16374982" 1 1 2
"chr1_16385106" 1 1 1
"chr1_16398079" 4 6 4
"chr1_16406140" 15 23 23
"chr1_16422134" 1 1 1
"chr1_16452779" 21 26 26
"chr1_16459396" 1 1 1
"chr1_16473718" 2 4 7
"chr1_16477863" 1 1 1
"chr1_16490534" 1 1 1
"chr1_16497294" 1 1 1
"chr1_16518622" 2 3 2
"chr1_16520473" 19 29 27
"chr1_16535983" 4 7 5
"chr1_16572548" 1 2 3
"chr1_16577835" 1 1 3
"chr1_16582117" 1 1 1
"chr1_16591856" 32 36 38
"chr1_16594522" 2 2 5
"chr1_16597226" 1 1 1
"chr1_16606207" 9 11 12
"chr1_16609763" 1 2 1
"chr1_16628014" 1 1 3
"chr1_16646376" 1 2 2
"chr1_16660124" 7 10 12
"chr1_16724502" 18 21 23
"chr1_16747062" 35 44 46
"chr1_16750836" 1 2 4
"chr1_16790650" 47 55 54
"chr1_16794458" 3 3 4
"chr1_16798358" 2 3 4
"chr1_16840085" 4 7 8
"chr1_16876676" 3 6 3
"chr1_16883396" 3 4 5
"chr1_16889723" 3 4 4
"chr1_16892450" 21 25 24
"chr1_16917573" 1 1 4
"chr1_16939847" 44 52 57
"chr1_16948198" 4 5 5
"chr1_16954736" 38 48 50
"chr1_16957729" 18 24 25
"chr1_16959887" 30 39 37
"chr1_16962648" 1 1 6
"chr1_16965582" 1 2 3
"chr1_16968012" 4 7 6
"chr1_16997663" 1 2 1
"chr1_17013431" 3 4 4
"chr1_17018556" 1 2 8
"chr1_17022791" 1 1 1
"chr1_17031014" 10 18 19
"chr1_17041597" 2 4 3
"chr1_17044465" 14 24 23
"chr1_17091485" 1 1 1
"chr1_17098094" 4 8 5
"chr1_17106465" 6 7 6
"chr1_17143988" 3 4 4
"chr1_17170156" 1 1 2
"chr1_17176783" 2 2 2
"chr1_17191412" 28 35 34
"chr1_17199529" 4 5 7
"chr1_17209343" 1 1 1
"chr1_17214410" 1 1 1
"chr1_17217260" 2 2 2
"chr1_17226490" 1 1 2
"chr1_17229972" 1 1 1
"chr1_17233302" 1 1 1
"chr1_17236618" 47 64 64
"chr1_17244947" 1 1 1
"chr1_17248764" 11 13 12
"chr1_17252360" 1 1 2
"chr1_17266874" 5 8 7
"chr1_17298804" 7 9 9
"chr1_17301989" 1 2 2
"chr1_17304333" 2 3 2
"chr1_17331484" 1 1 1
"chr1_17334034" 10 18 23
"chr1_17338229" 50 62 62
"chr1_17349717" 12 17 17
"chr1_17369054" 15 24 24
"chr1_17379481" 2 3 2
"chr1_17383244" 3 4 7
"chr1_17384930" 1 1 1
"chr1_17386528" 4 5 4
"chr1_17388987" 9 11 14
"chr1_17396497" 5 6 10
"chr1_17410404" 2 3 4
"chr1_17442783" 1 1 2
"chr1_17445187" 16 20 16
"chr1_17451393" 3 4 3
"chr1_17459992" 46 58 54
"chr1_17463498" 1 2 1
"chr1_17466026" 43 57 60
"chr1_17487440" 2 4 6
"chr1_17491262" 21 32 33
"chr1_17510427" 25 43 44
"chr1_17513998" 1 2 2
"chr1_17518017" 1 2 3
"chr1_17524524" 47 56 53
"chr1_17529783" 4 6 5
"chr1_17559026" 1 1 3
"chr1_17562128" 2 3 3
"chr1_17603684" 6 10 7
"chr1_17622972" 1 1 1
"chr1_17627189" 10 20 17
"chr1_17640409" 4 7 8
"chr1_17643766" 8 10 10
"chr1_17650403" 16 21 27
"chr1_17684301" 1 1 1
"chr1_17689119" 5 7 5
"chr1_17692442" 14 18 19
"chr1_17699004" 19 24 19
"chr1_17701544" 5 6 6
"chr1_17703947" 3 4 5
"chr1_17706034" 4 6 7
"chr1_17751654" 2 2 3
"chr1_17768005" 1 1 1
"chr1_17770269" 11 13 15
"chr1_17774799" 5 6 8
"chr1_17785031" 4 5 5
"chr1_17791139" 28 43 49
"chr1_17809360" 8 11 11
"chr1_17815699" 13 19 18
"chr1_17821724" 1 1 2
"chr1_17825766" 2 3 3
"chr1_17860825" 2 4 9
"chr1_17910403" 1 1 1
"chr1_17913804" 2 3 2
"chr1_17916426" 1 2 1
"chr1_17925188" 3 5 4
"chr1_17937816" 5 8 7
"chr1_17942456" 28 33 31
"chr1_17975598" 4 6 4
"chr1_17979330" 3 4 4
"chr1_17986900" 26 42 39
"chr1_18000453" 1 1 1
"chr1_18002317" 59 70 71
"chr1_18004066" 1 1 1
"chr1_18014892" 8 15 18
"chr1_18022364" 1 2 3
"chr1_18027580" 19 23 27
"chr1_18053501" 35 42 43
"chr1_18059827" 3 4 6
"chr1_18063112" 4 8 6
"chr1_18065640" 14 19 18
"chr1_18080849" 6 10 12
"chr1_18088798" 3 3 3
"chr1_18091741" 3 4 3
"chr1_18095876" 4 6 5
"chr1_18114012" 31 40 39
"chr1_18117208" 9 12 15
"chr1_18120699" 1 1 1
"chr1_18177507" 1 1 1
"chr1_18190532" 19 25 31
"chr1_18196603" 3 4 4
"chr1_18199803" 25 29 30
"chr1_18216879" 2 2 3
"chr1_18218452" 1 1 1
"chr1_18222361" 1 1 2
"chr1_18233071" 10 12 10
"chr1_18237559" 2 2 3
"chr1_18254431" 4 5 4
"chr1_18257577" 2 2 4
"chr1_18260502" 3 4 5
"chr1_18262781" 2 3 2
"chr1_18265509" 53 65 61
"chr1_18308018" 4 5 4
"chr1_18321382" 20 26 28
"chr1_18323820" 10 12 11
"chr1_18359938" 44 55 60
"chr1_18373298" 7 8 9
"chr1_18380253" 1 1 1
"chr1_18383430" 2 3 4
"chr1_18385539" 23 27 27
"chr1_18389219" 10 17 15
"chr1_18391823" 29 40 40
"chr1_18394276" 24 40 43
"chr1_18421392" 7 8 7
"chr1_18426736" 1 1 1
"chr1_18432228" 1 1 1
"chr1_18453039" 2 2 4
"chr1_18457321" 3 4 4
"chr1_18463603" 2 3 4
"chr1_18474481" 2 3 2
"chr1_18494957" 31 36 35
"chr1_18501696" 6 8 6
"chr1_18530572" 14 17 19
"chr1_18548359" 18 25 25
"chr1_18550832" 39 42 40
"chr1_18552357" 1 1 1
"chr1_18572373" 22 25 23
"chr1_18576946" 3 4 4
"chr1_18635900" 2 3 3
"chr1_18657172" 37 68 71
"chr1_18696593" 1 1 1
"chr1_18764703" 11 16 16
"chr1_18769138" 3 5 8
"chr1_18772479" 1 1 1
"chr1_18795583" 2 4 6
"chr1_18801259" 3 4 4
"chr1_18830355" 13 23 19
"chr1_18836938" 1 1 1
"chr1_18839535" 52 62 61
"chr1_18850200" 12 14 13
"chr1_18852560" 2 3 3
"chr1_18857847" 4 6 4
"chr1_18863065" 13 19 19
"chr1_18864345" 23 38 34
"chr1_18867545" 1 1 1
"chr1_18908736" 4 6 5
"chr1_18974664" 3 5 4
"chr1_18985521" 3 6 9
"chr1_18987315" 10 14 18
"chr1_18988932" 21 38 40
"chr1_18990570" 2 3 3
"chr1_18992513" 10 18 16
"chr1_18994542" 2 2 2
"chr1_18996074" 12 18 21
"chr1_18999563" 7 10 8
"chr1_19001677" 33 46 43
"chr1_19003386" 2 3 2
"chr1_19004802" 3 4 5
"chr1_19007710" 5 7 5
"chr1_19022371" 5 8 7
"chr1_19023757" 19 32 37
"chr1_19025114" 33 45 48
"chr1_19090841" 7 12 10
"chr1_19104565" 10 21 26
"chr1_19108113" 6 12 9
"chr1_19133764" 1 1 1
"chr1_19135440" 2 3 3
"chr1_19143003" 29 40 39
"chr1_19145973" 20 33 38
"chr1_19148561" 3 4 3
"chr1_19150353" 1 2 3
"chr1_19164911" 9 17 16
"chr1_19167797" 10 17 19
"chr1_19174255" 2 4 4
"chr1_19177559" 7 13 12
"chr1_19191616" 3 4 4
"chr1_19196902" 2 4 8
"chr1_19201636" 1 2 3
"chr1_19204458" 5 9 6
"chr1_19207207" 8 15 21
"chr1_19210513" 1 2 4
"chr1_19220895" 38 50 55
"chr1_19222560" 5 7 9
"chr1_19224326" 3 4 4
"chr1_19227453" 5 7 13
"chr1_19237663" 44 52 54
"chr1_19273460" 2 3 5
"chr1_19277538" 7 9 10
"chr1_19279632" 9 13 12
"chr1_19281752" 27 32 29
"chr1_19285019" 30 36 36
"chr1_19300091" 8 11 16
"chr1_19302247" 4 5 4
"chr1_19305269" 2 4 7
"chr1_19336040" 1 1 1
"chr1_19346301" 2 3 5
"chr1_19362624" 39 69 70
"chr1_19366279" 5 6 5
"chr1_19368127" 32 36 37
"chr1_19390581" 9 13 14
"chr1_19422326" 13 18 16
"chr1_19428347" 4 6 7
"chr1_19429669" 1 1 2
"chr1_19431348" 2 3 2
"chr1_19433396" 1 1 1
"chr1_19460920" 1 2 2
"chr1_19479211" 1 2 2
"chr1_19483302" 1 2 1
"chr1_19509387" 12 17 19
"chr1_19510509" 1 1 2
"chr1_19511515" 2 3 3
"chr1_19514209" 1 2 4
"chr1_19519571" 5 8 6
"chr1_19523175" 2 3 2
"chr1_19527678" 12 19 20
"chr1_19548723" 3 4 4
"chr1_19550859" 2 2 2
"chr1_19552551" 1 1 1
"chr1_19566888" 1 2 5
"chr1_19569014" 22 39 44
"chr1_19573582" 30 49 55
"chr1_19593499" 1 1 3
"chr1_19597180" 40 61 57
"chr1_19600397" 43 72 67
"chr1_19605077" 28 36 37
"chr1_19606812" 46 67 69
"chr1_19635002" 17 36 35
"chr1_19648213" 5 8 6
"chr1_19649956" 1 2 2
"chr1_19695730" 1 2 3
"chr1_19711846" 36 67 72
"chr1_19717055" 34 65 63
"chr1_19894691" 33 42 38
"chr1_19907890" 25 34 34
"chr1_19926175" 5 6 5
"chr1_19929245" 1 1 2
"chr1_19965847" 25 35 31
"chr1_19968149" 11 15 19
"chr1_19969086" 26 33 33
"chr1_19971194" 3 4 3
"chr1_19972933" 6 9 9
"chr1_19989117" 1 1 2
"chr1_20000792" 1 1 2
"chr1_20002899" 2 3 3
"chr1_20016577" 35 43 41
"chr1_20019945" 2 3 2
